# emapper version: emapper-1.0.3 emapper DB: 4.5.1-RA	
# command: ./emapper.py  -i ../Amillepora.proteins.fa --output Amillepora_euk -d euk --usemem --cpu 60-RA	
# time: Tue Oct  2 21:05:37 2018-RA	
#query_name-RA	eggNOG annot
Amillepora24806-RA	Tumor necrosis factor (Ligand) superfamily member
Amillepora24813-RA	RinG-box protein
Amillepora24814-RA	RinG-box protein
Amillepora24820-RA	Chromosome 11 open reading frame 30
Amillepora24815-RA	Arylsulfatase
Amillepora24817-RA	Zinc finger, FYVE domain containing 20
Amillepora24821-RA	chromosome 17 open reading frame 105
Amillepora24816-RA	Arylsulfatase
Amillepora24819-RA	apoptosis-inducing factor, mitochondrion-associated 2
Amillepora24822-RA	adaptor-related protein complex 1 sigma
Amillepora24810-RA	ectodysplasin A
Amillepora24811-RA	phospholipid scramblase
Amillepora24809-RA	ectodysplasin A
Amillepora24818-RA	FA58C
Amillepora24812-RA	phospholipid scramblase
Amillepora24828-RA	Inherit from opiNOG: EF hand domain protein
Amillepora24830-RA	Tachykinin receptor
Amillepora24825-RA	DNA-directed RNA Polymerase
Amillepora24829-RA	Poly (ADP-ribose) glycohydrolase
Amillepora24826-RA	mcf.2 cell line derived transforming sequence-like
Amillepora24823-RA	coiled-coil domain containing 39
Amillepora24831-RA	neuropeptide FF receptor
Amillepora24832-RA	Zinc finger protein 846
Amillepora24842-RA	Protein disulfide isomerase
Amillepora24840-RA	LSM1 homolog, U6 small nuclear RNA associated (S. cerevisiae)
Amillepora24837-RA	o-acyltransferase
Amillepora24836-RA	down syndrome cell adhesion molecule
Amillepora24835-RA	importin
Amillepora24833-RA	Ankyrin repeat and MYND domain containing 1
Amillepora24841-RA	lipopolysaccharide-induced TNF factor
Amillepora24839-RA	o-acyltransferase
Amillepora24838-RA	o-acyltransferase
Amillepora24834-RA	WD repeat and FYVE domain containing
Amillepora24848-RA	ecto-NOX disulfide-thiol exchanger
Amillepora24844-RA	antiporter
Amillepora24854-RA	to conserved
Amillepora24850-RA	argininosuccinate lyase
Amillepora24849-RA	deaminase
Amillepora24846-RA	stress-associated endoplasmic reticulum protein
Amillepora24847-RA	mannose-6-phosphate isomerase
Amillepora24843-RA	Centromere protein I
Amillepora20349-RA	Chromosome 19 open reading frame 52
Amillepora20350-RA	Tctex1 domain containing
Amillepora20347-RA	translation machinery associated 16 homolog (S. cerevisiae)
Amillepora20346-RA	sorting nexin
Amillepora20362-RA	PHD finger protein 20
Amillepora20363-RA	interferon regulatory factor 2
Amillepora20359-RA	zinc finger, C2HC-type containing
Amillepora20355-RA	Renalase, FAD-dependent amine oxidase
Amillepora20352-RA	gamma-glutamyl carboxylase
Amillepora20364-RA	zinc finger protein 385C
Amillepora20360-RA	Protein disulfide isomerase
Amillepora20356-RA	RAD21-like 1 (S. pombe)
Amillepora20365-RA	cAMP responsive element binding protein-like 2
Amillepora20358-RA	Small nuclear ribonucleoprotein
Amillepora20353-RA	WD repeat and FYVE domain containing 3
Amillepora20377-RA	Chromosome 12 open reading frame 66
Amillepora20375-RA	Jumonji domain containing 7
Amillepora20373-RA	poly (ADP-ribose) polymerase family, member 10
Amillepora20366-RA	calmodulin regulated spectrin-associated protein
Amillepora20369-RA	poly ADP-ribose polymerase
Amillepora20378-RA	CUB and zona pellucida-like domains 1
Amillepora20376-RA	subunit H
Amillepora20368-RA	involved in rRNA processing (By similarity)
Amillepora20379-RA	CUB and zona pellucida-like domains 1
Amillepora20384-RA	60S acidic ribosomal protein
Amillepora20386-RA	60s ribosomal protein
Amillepora20382-RA	Divergent AAA domain
Amillepora20381-RA	adenylate cyclase
Amillepora20380-RA	regulating synaptic membrane exocytosis
Amillepora20385-RA	Tubulin is the major constituent of microtubules. It binds two moles of GTP, one at an exchangeable site on the beta chain and one at a non-exchangeable site on the alpha chain (By similarity)
Amillepora20388-RA	zinc finger protein 474
Amillepora20390-RA	DyNactin
Amillepora20397-RA	Phosducinlike
Amillepora20399-RA	aspartate beta-hydroxylase
Amillepora20391-RA	TATA box binding protein (TBP)-associated factor, RNA polymerase I, A, 48kDa
Amillepora20400-RA	BACK
Amillepora20389-RA	solute carrier family 22, member
Amillepora20392-RA	ribophorin II
Amillepora20394-RA	microsomal glutathione S-transferase
Amillepora20401-RA	Enoyl CoA hydratase domain containing 3
Amillepora20407-RA	DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates (By similarity)
Amillepora20403-RA	Enoyl-CoA hydratase/isomerase family
Amillepora20408-RA	membrane bound O-acyltransferase domain containing
Amillepora20404-RA	G2 M-phase specific E3 ubiquitin protein ligase
Amillepora20405-RA	potassium voltage-gated channel shaker-related subfamily member
Amillepora20406-RA	glutamate receptor, metabotropic
Amillepora20402-RA	leucine rich repeat containing 9
Amillepora20412-RA	Isoamyl acetate-hydrolyzing esterase
Amillepora20414-RA	abhydrolase domain containing 13
Amillepora20409-RA	membrane bound O-acyltransferase domain containing
Amillepora20415-RA	discs, large homolog 5 (Drosophila)
Amillepora20417-RA	Ankyrin Repeat Protein
Amillepora20413-RA	coiled-coil domain containing 164
Amillepora20419-RA	SNF2 histone linker PHD RING helicase, E3 ubiquitin protein ligase
Amillepora20418-RA	splicing factor 1
Amillepora20420-RA	Ring finger protein
Amillepora20421-RA	protein kinase C substrate
Amillepora20423-RA	mrna turnover protein
Amillepora20431-RA	ribosomal protein L19
Amillepora20430-RA	mrna turnover protein
Amillepora20422-RA	ribosomal protein L19
Amillepora20436-RA	Ankyrin Repeat Protein
Amillepora20438-RA	discs, large homolog 5 (Drosophila)
Amillepora20434-RA	SNF2 histone linker PHD RING helicase, E3 ubiquitin protein ligase
Amillepora20435-RA	splicing factor 1
Amillepora20433-RA	Ring finger protein
Amillepora20437-RA	Caspase recruitment domain
Amillepora20432-RA	protein kinase C substrate
Amillepora20445-RA	peroxisomal membrane protein
Amillepora20450-RA	Ubiquinol-cytochrome c reductase complex chaperone
Amillepora20448-RA	sperm flagellar 1
Amillepora20452-RA	chromosome 8 open reading frame 34
Amillepora20447-RA	Involved in vacuolar transport and vacuole pH homeostasis. Also required for cytokinesis (By similarity)
Amillepora20443-RA	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora20449-RA	chromosome 2 open reading frame 43
Amillepora20451-RA	Pyruvate dehydrogenase
Amillepora20440-RA	Doublecortin domain containing
Amillepora20441-RA	adenosine deaminase
Amillepora20456-RA	Vacuolar protein
Amillepora20465-RA	acyl-Coenzyme A oxidase
Amillepora20453-RA	chromosome 2 open reading frame 43
Amillepora20455-RA	YTH domain family
Amillepora20463-RA	Family with sequence similarity 8, member A1
Amillepora20474-RA	Metallo-beta-lactamase superfamily
Amillepora20471-RA	failed axon connections homolog (Drosophila)
Amillepora20461-RA	non-SMC element 2, MMS21 homolog (S. cerevisiae)
Amillepora20462-RA	RING finger protein 217
Amillepora20475-RA	theg spermatid protein
Amillepora20470-RA	frizzled family receptor
Amillepora20468-RA	X-ray repair complementing defective repair in Chinese hamster cells 5
Amillepora20472-RA	tRNA methyltransferase 11 homolog (S. cerevisiae)
Amillepora20473-RA	Glutamate--cysteine ligase
Amillepora20483-RA	solute carrier family 34 (sodium phosphate), member
Amillepora20481-RA	hormone receptor
Amillepora20487-RA	leucine-rich pentatricopeptide repeat containing
Amillepora20488-RA	CLK4-associating serine arginine rich protein
Amillepora20493-RA	Protein-l-isoaspartate O-methyltransferase
Amillepora20492-RA	Methyltransferase like 12
Amillepora20490-RA	oligomeric mucus gel-forming
Amillepora20501-RA	Coiled-coil domain containing 51
Amillepora20506-RA	u11 U12 small nuclear ribonucleoprotein 25 kDa
Amillepora20494-RA	protein Hydra magnipapillata
Amillepora20500-RA	LETM1 domain containing 1
Amillepora20497-RA	protein Hydra magnipapillata
Amillepora20499-RA	protein Hydra magnipapillata
Amillepora20498-RA	protein Hydra magnipapillata
Amillepora20495-RA	protein Hydra magnipapillata
Amillepora20496-RA	protein Hydra magnipapillata
Amillepora20515-RA	transmembrane 9 superfamily member
Amillepora20518-RA	Glutaminase
Amillepora20505-RA	Copper chaperone for superoxide dismutase
Amillepora20509-RA	Peptidyl-prolyl cis-trans isomerase
Amillepora20511-RA	diacylglycerol kinase
Amillepora20513-RA	RNA guanylyltransferase and 5'-phosphatase
Amillepora20519-RA	Mitochondrial ribosomal protein S28
Amillepora20517-RA	Zwilch, kinetochore associated, homolog (Drosophila)
Amillepora20522-RA	Component of the ubiquinol-cytochrome c reductase complex (complex III or cytochrome b-c1 complex), which is part of the mitochondrial respiratory chain (By similarity)
Amillepora20524-RA	Growth differentiation factor 7
Amillepora20523-RA	member RAS oncogene
Amillepora20520-RA	tetratricopeptide repeat domain 39C
Amillepora20525-RA	Short chain dehydrogenase reductase family 16C, member 5
Amillepora20527-RA	Short chain dehydrogenase reductase family 16C, member 5
Amillepora20526-RA	Short chain dehydrogenase reductase family 16C, member 5
Amillepora20530-RA	UDP-GlcNAc betaGal beta-1,3-N-acetylglucosaminyltransferase 5
Amillepora20531-RA	UDP-GlcNAc betaGal beta-1,3-N-acetylglucosaminyltransferase 5
Amillepora20534-RA	Exostoses (Multiple)-like 3
Amillepora20537-RA	phosphatidate phosphatase
Amillepora20535-RA	Zinc finger protein 704
Amillepora20538-RA	PDZ domain (Also known as DHR or GLGF)
Amillepora20539-RA	E3 ubiquitin- protein ligase
Amillepora20541-RA	Mitogen-activated protein kinase
Amillepora20542-RA	Anthrax toxin receptor
Amillepora20543-RA	Scavenger receptor class A, member 5
Amillepora20549-RA	thioredoxin reductase
Amillepora20547-RA	lectin, galactoside-binding, soluble, 3 binding protein
Amillepora20552-RA	Ligand for members of the frizzled family of seven transmembrane receptors (By similarity)
Amillepora20544-RA	lectin, galactoside-binding, soluble, 3 binding protein
Amillepora20551-RA	Ligand for members of the frizzled family of seven transmembrane receptors (By similarity)
Amillepora20545-RA	thioredoxin reductase
Amillepora20546-RA	C1q and tumor necrosis factor related protein
Amillepora20556-RA	Filamin C, gamma
Amillepora20558-RA	potassium voltage-gated channel, KQT-like subfamily, member
Amillepora20555-RA	Ligand for members of the frizzled family of seven transmembrane receptors (By similarity)
Amillepora20560-RA	Enoyl CoA hydratase domain containing 3
Amillepora20559-RA	Endoplasmic reticulumgolgi intermediate compartment protein
Amillepora20553-RA	solute carrier family 17
Amillepora20557-RA	Tudor domain containing
Amillepora20569-RA	mitochondrial ribosomal protein L53
Amillepora20565-RA	F-box protein 10
Amillepora20566-RA	transcription elongation factor b
Amillepora20563-RA	T-complex protein 1 subunit alpha
Amillepora20564-RA	translocation associated membrane protein
Amillepora20570-RA	EF-hand domain (C-terminal) containing
Amillepora20567-RA	syntrophin, gamma
Amillepora20568-RA	CDC-like kinase
Amillepora20571-RA	tumor protein
Amillepora20578-RA	syntrophin, gamma
Amillepora20577-RA	CDC-like kinase
Amillepora20575-RA	EF-hand domain (C-terminal) containing
Amillepora20573-RA	tumor protein
Amillepora20576-RA	mitochondrial ribosomal protein L53
Amillepora20580-RA	F-box protein 10
Amillepora20579-RA	transcription elongation factor b
Amillepora20572-RA	premRNA branch site protein
Amillepora20582-RA	T-complex protein 1 subunit alpha
Amillepora20585-RA	Enoyl CoA hydratase domain containing 3
Amillepora20586-RA	Endoplasmic reticulumgolgi intermediate compartment protein
Amillepora20581-RA	translocation associated membrane protein
Amillepora20588-RA	Tudor domain containing
Amillepora20589-RA	Transmembrane protein 205
Amillepora20587-RA	potassium voltage-gated channel, KQT-like subfamily, member
Amillepora20593-RA	Stomatin
Amillepora20596-RA	Tubulin, gamma complex associated protein 5
Amillepora20598-RA	fibroblast growth factor receptor
Amillepora20597-RA	BTB POZ domain containing
Amillepora20591-RA	Peptidyl-prolyl cis-trans isomerase
Amillepora20592-RA	ribosomal protein
Amillepora20603-RA	folliculin interacting protein
Amillepora20602-RA	Cytochrome P450, family 46, subfamily a, polypeptide 1
Amillepora20617-RA	Inherit from KOG: Carboxypeptidase
Amillepora20616-RA	Inherit from KOG: G- protein-coupled receptor
Amillepora20607-RA	Inherit from KOG: Carboxypeptidase
Amillepora20604-RA	Inherit from KOG: G- protein-coupled receptor
Amillepora20606-RA	Inherit from KOG: G- protein-coupled receptor
Amillepora20615-RA	Inherit from KOG: G- protein-coupled receptor
Amillepora20608-RA	Inherit from KOG: G- protein-coupled receptor
Amillepora20609-RA	Inherit from KOG: Carboxypeptidase
Amillepora20610-RA	Inherit from KOG: Carboxypeptidase
Amillepora20612-RA	Inherit from KOG: Carboxypeptidase
Amillepora20619-RA	Niemann-Pick disease type C1
Amillepora20620-RA	f-box protein
Amillepora20621-RA	Tyrosyl-DNA phosphodiesterase 2
Amillepora20632-RA	KIAA0319-like
Amillepora20636-RA	7 transmembrane receptor (Secretin family)
Amillepora20642-RA	stromal cell-derived factor
Amillepora20645-RA	Impact homolog (mouse)
Amillepora20651-RA	Oxysterol-binding protein
Amillepora20650-RA	Amnionless homolog (Mouse)
Amillepora20647-RA	sorting nexin 19
Amillepora20652-RA	ATPase inhibitory factor 1
Amillepora20646-RA	BCL-2-associated athanogene
Amillepora20655-RA	Protein disulfide isomerase
Amillepora20654-RA	Protein disulfide isomerase
Amillepora20656-RA	Oxysterol-binding protein
Amillepora20659-RA	Amnionless homolog (Mouse)
Amillepora20662-RA	sorting nexin 19
Amillepora20673-RA	(RNA) helicase
Amillepora20672-RA	TBC1 domain family member
Amillepora20668-RA	stromal cell-derived factor
Amillepora20665-RA	Impact homolog (mouse)
Amillepora20674-RA	biogenesis of lysosomal organelles complex-1, subunit 2
Amillepora20682-RA	receptor tyrosine kinase-like orphan receptor
Amillepora20678-RA	cathepsin b
Amillepora20675-RA	RING finger protein 181
Amillepora20681-RA	ubiquitin specific peptidase like 1
Amillepora20679-RA	RIO kinase 3 (Yeast)
Amillepora20686-RA	USO1 vesicle docking protein homolog (yeast)
Amillepora20677-RA	heterogeneous nuclear ribonucleoprotein D (AU-rich element RNA binding protein 1, 37kDa)
Amillepora20689-RA	Arachidonate
Amillepora20687-RA	marginal zone B and B1 cell-specific protein
Amillepora20693-RA	Neuronal pentraxin
Amillepora20695-RA	pentraxin 4, long
Amillepora20694-RA	Neuronal pentraxin
Amillepora20696-RA	Neuronal pentraxin
Amillepora20698-RA	pentraxin 4, long
Amillepora20701-RA	Neuronal pentraxin
Amillepora20700-RA	pentraxin 4, long
Amillepora20702-RA	Neuronal pentraxin
Amillepora20697-RA	Neuronal pentraxin
Amillepora20718-RA	UDP-Gal betaGlcNAc beta 1,4- galactosyltransferase, polypeptide
Amillepora20705-RA	N-deacetylase N-sulfotransferase (Heparan glucosaminyl)
Amillepora20706-RA	N-deacetylase N-sulfotransferase (Heparan glucosaminyl)
Amillepora20713-RA	chromosome 4 open reading frame 47
Amillepora20704-RA	solute carrier family 22
Amillepora20703-RA	TOLL-like receptor
Amillepora20708-RA	Signal-recognition-particle assembly has a crucial role in targeting secretory proteins to the rough endoplasmic reticulum membrane. Srp9 together with Srp14 and the Alu portion of the SRP RNA, constitutes the elongation arrest domain of SRP. The complex of Srp9 and Srp14 is required for SRP RNA binding (By similarity)
Amillepora20715-RA	thioredoxin domain containing 15
Amillepora20719-RA	ubiquitin specific peptidase
Amillepora20710-RA	RalA binding protein 1
Amillepora20732-RA	tet methylcytosine dioxygenase
Amillepora20729-RA	transmembrane and coiled-coil domains 7
Amillepora20723-RA	WD repeat containing planar cell polarity effector
Amillepora20721-RA	spermatogenesis associated
Amillepora20727-RA	Ras association (RalGDS AF-6) domain family member
Amillepora20726-RA	dual adaptor of phosphotyrosine and 3-phosphoinositides
Amillepora20725-RA	anaphase promoting complex subunit 13
Amillepora20722-RA	neurochondrin
Amillepora20738-RA	beta-hexosaminidase
Amillepora20740-RA	beta-hexosaminidase
Amillepora20741-RA	beta-hexosaminidase
Amillepora20734-RA	stearoyl-CoA desaturase
Amillepora20737-RA	stearoyl-CoA desaturase
Amillepora20736-RA	stearoyl-CoA desaturase
Amillepora20735-RA	stearoyl-CoA desaturase
Amillepora20739-RA	stearoyl-CoA desaturase
Amillepora20733-RA	stearoyl-CoA desaturase
Amillepora20754-RA	beta-hexosaminidase
Amillepora20748-RA	aldehyde dehydrogenase 8 family, member A1
Amillepora20747-RA	Protein of unknown function (DUF2439)
Amillepora20749-RA	protein tyrosine phosphatase type IVA
Amillepora20753-RA	beta-hexosaminidase
Amillepora20756-RA	beta-hexosaminidase
Amillepora20750-RA	Proteasome (Prosome, macropain) inhibitor subunit 1 (PI31)
Amillepora20745-RA	Cytochrome P450, family 17, subfamily A, polypeptide 1
Amillepora20755-RA	beta-hexosaminidase
Amillepora20760-RA	Proteasome (Prosome, macropain) inhibitor subunit 1 (PI31)
Amillepora20764-RA	Cytochrome P450, family 17, subfamily A, polypeptide 1
Amillepora20763-RA	Protein of unknown function (DUF2439)
Amillepora20758-RA	beta-hexosaminidase
Amillepora20759-RA	coiled-coil domain containing 73
Amillepora20757-RA	beta-hexosaminidase
Amillepora20761-RA	protein tyrosine phosphatase type IVA
Amillepora20762-RA	aldehyde dehydrogenase 8 family, member A1
Amillepora20777-RA	Estrogen receptor binding site associated, antigen, 9
Amillepora20776-RA	MORN repeat containing 2
Amillepora20772-RA	PTK7 protein tyrosine kinase 7
Amillepora20778-RA	Transmembrane protein 18
Amillepora20781-RA	RNA binding motif protein
Amillepora20779-RA	heparan sulfate proteoglycan 2
Amillepora20773-RA	Solute carrier family 25
Amillepora20780-RA	adenylyl cyclase-associated protein
Amillepora20792-RA	Inherit from COG: Retrotransposon protein
Amillepora20782-RA	EGF-like domain
Amillepora20785-RA	EGF-like domain
Amillepora20793-RA	Protein of unknown function (DUF640)
Amillepora20790-RA	Solute carrier family 32 (GABA vesicular transporter), member 1
Amillepora20789-RA	60S ribosomal export protein
Amillepora20791-RA	Solute carrier family 32 (GABA vesicular transporter), member 1
Amillepora20804-RA	N-acetyltransferase
Amillepora20805-RA	Survival motor neuron domain containing 1
Amillepora20803-RA	Solute carrier family 32 (GABA vesicular transporter), member 1
Amillepora20797-RA	Solute carrier family 32 (GABA vesicular transporter), member 1
Amillepora20798-RA	Solute carrier family 32 (GABA vesicular transporter), member 1
Amillepora20801-RA	Solute carrier family 32 (GABA vesicular transporter), member 1
Amillepora20811-RA	Zinc finger, DHHC-type containing 6
Amillepora20815-RA	Translation initiation factor
Amillepora20812-RA	transducin beta-like 3
Amillepora20814-RA	UnCoupling Protein
Amillepora20809-RA	dna ligase
Amillepora20813-RA	Ribosomal protein
Amillepora20808-RA	Dehydrogenase
Amillepora20818-RA	Involved in vacuolar transport and vacuole pH homeostasis. Also required for cytokinesis (By similarity)
Amillepora20825-RA	Involved in vacuolar transport and vacuole pH homeostasis. Also required for cytokinesis (By similarity)
Amillepora20823-RA	Involved in vacuolar transport and vacuole pH homeostasis. Also required for cytokinesis (By similarity)
Amillepora20824-RA	Involved in vacuolar transport and vacuole pH homeostasis. Also required for cytokinesis (By similarity)
Amillepora20816-RA	general transcription factor IIIC, polypeptide 1, alpha 220kDa
Amillepora20819-RA	Involved in vacuolar transport and vacuole pH homeostasis. Also required for cytokinesis (By similarity)
Amillepora20822-RA	Involved in vacuolar transport and vacuole pH homeostasis. Also required for cytokinesis (By similarity)
Amillepora20829-RA	ATP-binding cassette, sub-family C (CFTR MRP), member
Amillepora20828-RA	ATP-binding cassette, sub-family C (CFTR MRP), member
Amillepora20832-RA	adenylate kinase
Amillepora20840-RA	Swi SNF related matrix associated, actin dependent regulator of chromatin, subfamily a-like 1
Amillepora20841-RA	ATP-binding cassette, sub-family C (CFTR MRP), member
Amillepora20838-RA	LATrophilin
Amillepora20849-RA	cartilage intermediate layer protein
Amillepora20854-RA	Immunoglobulin domain
Amillepora20852-RA	Unc-45 homolog
Amillepora20855-RA	sorbin and SH3 domain containing
Amillepora20861-RA	bolA homolog 1 (E. coli)
Amillepora20859-RA	elongation of very long chain fatty acids protein
Amillepora20857-RA	elongation of very long chain fatty acids protein
Amillepora20896-RA	phosphohexokinase
Amillepora20898-RA	Catalyzes the formation of formate and 2-keto-4- methylthiobutyrate (KMTB) from 1,2-dihydroxy-3-keto-5- methylthiopentene (DHK-MTPene) (By similarity)
Amillepora20933-RA	NEL-like 1 (Chicken)
Amillepora20942-RA	Paired box
Amillepora20939-RA	collagen, type
Amillepora20946-RA	protein Hydra magnipapillata
Amillepora20943-RA	Chitinase domain containing 1
Amillepora20952-RA	stimulated by retinoic acid 6 homolog (mouse)
Amillepora20953-RA	stimulated by retinoic acid 6 homolog (mouse)
Amillepora20954-RA	Inherit from KOG: Retrotransposon protein
Amillepora20947-RA	ras-related GTP binding
Amillepora20951-RA	Inherit from euNOG: Retrotransposon protein
Amillepora20949-RA	stimulated by retinoic acid 6 homolog (mouse)
Amillepora20964-RA	stimulated by retinoic acid 6 homolog (mouse)
Amillepora20960-RA	stimulated by retinoic acid 6 homolog (mouse)
Amillepora20956-RA	stimulated by retinoic acid 6 homolog (mouse)
Amillepora20973-RA	Inherit from NOG: LicD family
Amillepora20972-RA	replication factor c
Amillepora20968-RA	stimulated by retinoic acid 6 homolog (mouse)
Amillepora20974-RA	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora20977-RA	protein Hydra magnipapillata
Amillepora20976-RA	Notch ligand involved in the mediation of Notch signaling (By similarity)
Amillepora20978-RA	YqaJ-like viral recombinase domain
Amillepora20982-RA	Inherit from NOG: LicD family
Amillepora20985-RA	KAZAL
Amillepora20992-RA	cullin-associated and neddylation-dissociated
Amillepora20993-RA	tetratricopeptide repeat domain 38
Amillepora20990-RA	tetratricopeptide repeat domain 38
Amillepora21001-RA	interferon regulatory factor 2
Amillepora21000-RA	interferon regulatory factor 2
Amillepora21006-RA	extended synaptotagmin-like protein
Amillepora21003-RA	interferon regulatory factor 2
Amillepora21007-RA	Homeodomain transcription factor
Amillepora20998-RA	Protein of unknown function (DUF3715)
Amillepora21004-RA	Nitrilase family, member 2
Amillepora21005-RA	extended synaptotagmin-like protein
Amillepora21009-RA	(Alpha (1,3) fucosyltransferase
Amillepora21013-RA	insulin receptor substrate
Amillepora21017-RA	collagen, type XII, alpha 1
Amillepora21021-RA	Nadh dehydrogenase
Amillepora21019-RA	ATPdependent RNA helicase
Amillepora21029-RA	Notch ligand involved in the mediation of Notch signaling (By similarity)
Amillepora21028-RA	Notch ligand involved in the mediation of Notch signaling (By similarity)
Amillepora21026-RA	WSC domain
Amillepora21027-RA	Notch ligand involved in the mediation of Notch signaling (By similarity)
Amillepora21024-RA	Notch ligand involved in the mediation of Notch signaling (By similarity)
Amillepora21038-RA	Meprin A
Amillepora21045-RA	TPR
Amillepora21058-RA	astacin-like metalloendopeptidase (M12 family)
Amillepora21073-RA	sushi, von Willebrand factor type A, EGF and pentraxin domain containing 1
Amillepora21071-RA	Inherit from opiNOG: to reverse transcriptase
Amillepora21076-RA	Notch ligand involved in the mediation of Notch signaling (By similarity)
Amillepora21077-RA	Notch ligand involved in the mediation of Notch signaling (By similarity)
Amillepora21082-RA	tRNA methyltransferase 6 homolog (S. cerevisiae)
Amillepora21080-RA	Inherit from euNOG: Retrotransposon protein
Amillepora21079-RA	Inherit from opiNOG: to reverse transcriptase
Amillepora21090-RA	Galactose binding lectin domain
Amillepora21084-RA	integrase core domain protein
Amillepora21088-RA	to F57G4.9 Hydra magnipapillata 
Amillepora21099-RA	DNA binding
Amillepora21101-RA	Ataxia telangiectasia and rad3 related
Amillepora21103-RA	serine threonine-protein kinase
Amillepora21105-RA	mediator complex subunit 30
Amillepora21098-RA	Carboxylesterase
Amillepora21097-RA	erythrocyte membrane protein band 4.1-like
Amillepora21104-RA	bone morphogenetic protein
Amillepora21102-RA	myelin expression factor 2
Amillepora21107-RA	sepiapterin reductase (7,8-dihydrobiopterin NADP oxidoreductase)
Amillepora21111-RA	Sulfotransferase domain
Amillepora21115-RA	Sulfotransferase domain
Amillepora21113-RA	Sulfotransferase domain
Amillepora21118-RA	Sulfotransferase domain
Amillepora21119-RA	Sulfotransferase
Amillepora21120-RA	Sulfotransferase domain
Amillepora21116-RA	Sulfotransferase domain
Amillepora21109-RA	Milk fat globule-EGF factor 8 protein
Amillepora21117-RA	Sulfotransferase domain
Amillepora21123-RA	receptor
Amillepora21121-RA	Kinesin family member
Amillepora21131-RA	mindbomb E3 ubiquitin protein ligase
Amillepora21134-RA	DnaJ (Hsp40) homolog, subfamily
Amillepora21126-RA	mindbomb E3 ubiquitin protein ligase
Amillepora21130-RA	mindbomb E3 ubiquitin protein ligase
Amillepora21135-RA	ras homolog family member
Amillepora21136-RA	Cadherins are calcium dependent cell adhesion proteins (By similarity)
Amillepora21141-RA	Protein TOO MANY
Amillepora21143-RA	heparan sulfate proteoglycan 2
Amillepora21148-RA	FA58C
Amillepora21149-RA	Notch ligand involved in the mediation of Notch signaling (By similarity)
Amillepora21150-RA	retinoschisin 1
Amillepora21151-RA	Interferon-induced protein
Amillepora21147-RA	Latrophilin/CL-1-like GPS domain
Amillepora21145-RA	sterile alpha motif domain containing
Amillepora21160-RA	to reverse transcriptase
Amillepora21155-RA	FA58C
Amillepora21156-RA	Notch ligand involved in the mediation of Notch signaling (By similarity)
Amillepora21157-RA	retinoschisin 1
Amillepora21158-RA	Interferon-induced protein
Amillepora21161-RA	protein Hydra magnipapillata
Amillepora21166-RA	Inherit from euNOG: solute carrier family 17
Amillepora21167-RA	Pao retrotransposon peptidase 
Amillepora21164-RA	to Pao retrotransposon peptidase family protein Hydra magnipapillata
Amillepora21172-RA	integrase core domain protein
Amillepora21171-RA	integrase core domain protein
Amillepora21179-RA	integrase core domain protein
Amillepora21177-RA	Inherit from veNOG: Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora21178-RA	Inherit from KOG: Retrotransposon protein
Amillepora21191-RA	Strawberry notch homolog
Amillepora21193-RA	Strawberry notch homolog
Amillepora21201-RA	Inherit from euNOG: Retrotransposon protein
Amillepora21202-RA	Reverse transcriptase (RNA-dependent DNA polymerase)
Amillepora21205-RA	eukaryotic translation initiation factor 2C
Amillepora21210-RA	Neural cell adhesion molecule 2
Amillepora21207-RA	eukaryotic translation initiation factor 2C
Amillepora21209-RA	OLF
Amillepora21211-RA	coiled-coil domain containing 60
Amillepora21217-RA	Potassium channel subfamily K member
Amillepora21214-RA	Zinc finger protein
Amillepora21220-RA	poly(A) binding protein, cytoplasmic
Amillepora21219-RA	poly(A) binding protein, cytoplasmic
Amillepora21213-RA	Succinate DeHydrogenase
Amillepora21215-RA	Catalyzes the hydroxylation of the N(6)-(4-aminobutyl)- L-lysine intermediate to form hypusine, an essential post- translational modification only found in mature eIF-5A factor (By similarity)
Amillepora21222-RA	poly(A) binding protein, cytoplasmic
Amillepora21225-RA	Inherit from COG: Retrotransposon protein
Amillepora21234-RA	Interferon-induced protein
Amillepora21228-RA	Interferon-induced protein
Amillepora21241-RA	Minichromosome maintenance complex component 3
Amillepora21238-RA	F-box domain
Amillepora21237-RA	Interferon-induced protein
Amillepora21240-RA	F-box domain
Amillepora21247-RA	chitin synthase
Amillepora21249-RA	Zinc finger protein 862
Amillepora21250-RA	Inherit from COG: Retrotransposon protein
Amillepora21251-RA	Inherit from euNOG: solute carrier family 17
Amillepora21254-RA	Tetratricopeptide repeat
Amillepora21253-RA	mitochondrial import inner membrane translocase, subunit
Amillepora21257-RA	Dehydrogenase
Amillepora21258-RA	Acyl-CoA synthetase long-chain family member
Amillepora21260-RA	Acyl-CoA synthetase long-chain family member
Amillepora21261-RA	Acyl-CoA synthetase long-chain family member
Amillepora21259-RA	Acyl-CoA synthetase long-chain family member
Amillepora21268-RA	Inherit from KOG: Retrotransposon protein
Amillepora21273-RA	family with sequence similarity 188, member
Amillepora21274-RA	Dephospho-CoA kinase
